Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Chile;Abono Mensual;Plan Bronce Lite;502;TNT Latin America;SD;Cine;Si
Chile;Abono Mensual;Plan Bronce Lite;503;Golden;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;506;Sony Movies;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;507;Cinecanal;SD;Cine;Si
Chile;Abono Mensual;Plan Bronce Lite;508;Studio Universal;SD;Cine;Si
Chile;Abono Mensual;Plan Bronce Lite;509;Cinemax;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;510;Mórbido TV;SD;Cine;Si
Chile;Abono Mensual;Plan Bronce Lite;513;DHE;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;516;De Película;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;517;Golden Edge;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;518;Space;SD;Cine;Si
Chile;Abono Mensual;Plan Bronce Lite;524;HBO;SD;Cine;No
Chile;Abono Mensual;Plan Bronce Lite;610;DSports;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;612;DSports 2;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;613;DSports+;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;620;ESPN Premium;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;621;ESPN;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;622;ESPN 2;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;623;ESPN 3;SD;Deportes;No
Chile;Abono Mensual;Plan Bronce Lite;625;ESPN 5;SD;Deportes;No
Chile;Abono Mensual;Plan Bronce Lite;626;ESPN 6;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;627;ESPN 7;SD;Deportes;No
Chile;Abono Mensual;Plan Bronce Lite;628;Golf Channel;SD;Deportes;No
Chile;Abono Mensual;Plan Bronce Lite;629;TyC Sports;SD;Deportes;No
Chile;Abono Mensual;Plan Bronce Lite;632;TNT Sports;SD;Deportes;Si
Chile;Abono Mensual;Plan Bronce Lite;700;DNews;SD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;704;CNN en Español;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;706;CNN International;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;710;Bloomberg Information TV;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;715;America Television;SD;Variedades;No
Chile;Abono Mensual;Plan Bronce Lite;716;Todo Noticias (TN);SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;720;Canal 26;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;724;Chacra TV;SD;Nacional;No
Chile;Abono Mensual;Plan Bronce Lite;725;RCN Nuestra Tele Noticias 24 Horas;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;726;Canal Rural;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;727;Cable Noticias;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;730;National Geographic;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;732;Discovery Channel;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;734;Animal Planet;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;736;Discovery Turbo;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;740;TLC (Travel & Living Channel);SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;742;History Channel;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;744;History 2;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;760;Univision;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;762;Antena 3;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;764;France 24 Español;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;766;RAI International;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;768;BBC News;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;770;Deutsche Welle (DW);SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;772;Caracol TV;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;773;El Tiempo TV;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;775;RCN Nuestra Tele;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;778;RTP Internacional;SD;Mundo;No
Chile;Abono Mensual;Plan Bronce Lite;784;El Trece Internacional;SD;Mundo;Si
Chile;Abono Mensual;Plan Bronce Lite;786;Telefe Internacional;SD;Mundo;Si
