Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Puerto Rico;POS_PR;Demo 2;221;¡Hola! TV;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;222;E! Entertainment HD;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;225;Pasiones;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;226;QVC;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;227;Home Shopping Network (HSN);SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;228;Food Network;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;229;Blossom;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;230;BET;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;242;FX HD;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;244;TNT;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;246;USA Network;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;248;TBS;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;249;TLnovelas;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;250;HGTV;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;252;Freeform;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;254;Paramount Network;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;256;A&E;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;260;MTV;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;261;MTV 2;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;262;VH1;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;263;Comedy Central;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;264;VICE;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;267;Cooking Channel;HD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;268;So Yummy;SD;Variedades;Si
Puerto Rico;POS_PR;Demo 2;320;Cartoon Network;HD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;322;Nickelodeon;HD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;324;Disney Channel;HD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;326;Disney XD;HD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;330;Discovery Kids LA;SD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;332;LooLoo Kids;SD;Infantil;Si
Puerto Rico;POS_PR;Demo 2;336;Boomerang;SD;Infantil;Si
