Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Colombia;Pospago;Access Id;4000;Directv 4K;4K;4K;No
Colombia;Pospago;Access Mas;117;TV Familia;SD;Religioso;Si
Colombia;Pospago;Access Mas;127;DShow;SD;Variedades;Si
Colombia;Pospago;Access Mas;129;Directv Place;SD;Variedades;No
Colombia;Pospago;Access Mas;130;RCN;SD;Nacional;Si
Colombia;Pospago;Access Mas;132;Caracol Internacional;SD;Nacional;Si
Colombia;Pospago;Access Mas;133;City TV;SD;Nacional;Si
Colombia;Pospago;Access Mas;134;Caracol Internacional;SD;Nacional;Si
Colombia;Pospago;Access Mas;135;RCN Nuestra Tele;SD;Nacional;Si
Colombia;Pospago;Access Mas;136;Canal UNO;SD;Nacional;Si
Colombia;Pospago;Access Mas;137;Señal Colombia;SD;Nacional;Si
Colombia;Pospago;Access Mas;138;Señal Institucional;SD;Nacional;Si
Colombia;Pospago;Access Mas;139;Canal Congreso;SD;Nacional;Si
Colombia;Pospago;Access Mas;140;Teleantioquia;SD;Nacional;Si
Colombia;Pospago;Access Mas;141;Telepacifico;SD;Nacional;Si
Colombia;Pospago;Access Mas;142;Telecaribe;SD;Nacional;Si
Colombia;Pospago;Access Mas;143;Canal Capital;SD;Nacional;Si
Colombia;Pospago;Access Mas;144;Telecafé;SD;Nacional;Si
Colombia;Pospago;Access Mas;145;NTN 24 NOTICIAS;SD;Nacional;Si
Colombia;Pospago;Access Mas;146;El Tiempo TV;SD;Nacional;Si
Colombia;Pospago;Access Mas;147;Cable Noticias;SD;Nacional;Si
Colombia;Pospago;Access Mas;148;TRO;SD;Nacional;Si
Colombia;Pospago;Access Mas;149;Trece;SD;Nacional;Si
Colombia;Pospago;Access Mas;150;Teleislas;SD;Nacional;Si
Colombia;Pospago;Access Mas;151;Telemedellin;SD;Nacional;Si
Colombia;Pospago;Access Mas;152;TV Agro;SD;Local;Si
Colombia;Pospago;Access Mas;202;Star Channel;SD;Variedades;Si
Colombia;Pospago;Access Mas;204;Star Channel HD;HD;Cine;No
Colombia;Pospago;Access Mas;206;Warner Channel;SD;Variedades;Si
Colombia;Pospago;Access Mas;207;A&E;SD;Variedades;Si
Colombia;Pospago;Access Mas;208;Sony;SD;Variedades;Si
Colombia;Pospago;Access Mas;209;AXN;SD;Variedades;No
Colombia;Pospago;Access Mas;210;AMC;SD;Variedades;No
Colombia;Pospago;Access Mas;213;TNT Series;SD;Variedades;No
Colombia;Pospago;Access Mas;214;Atres Series;SD;Variedades;No
Colombia;Pospago;Access Mas;215;Comedy Central;SD;Variedades;No
Colombia;Pospago;Access Mas;216;TNT Novelas;SD;Variedades;No
Colombia;Pospago;Access Mas;217;FX;SD;Variedades;Si
Colombia;Pospago;Access Mas;218;Universal TV;SD;Variedades;Si
Colombia;Pospago;Access Mas;219;USA Network;SD;Variedades;No
Colombia;Pospago;Access Mas;220;Adult Swim;SD;Variedades;No
Colombia;Pospago;Access Mas;221;¡Hola! TV;SD;Variedades;Si
Colombia;Pospago;Access Mas;222;E! Entertainment;SD;Variedades;Si
Colombia;Pospago;Access Mas;223;Investigation Discovery (ID);SD;Variedades;Si
Colombia;Pospago;Access Mas;226;El Canal de las Estrellas;SD;Variedades;Si
Colombia;Pospago;Access Mas;227;TLnovelas;SD;Variedades;Si
Colombia;Pospago;Access Mas;228;Lifetime;SD;Variedades;No
Colombia;Pospago;Access Mas;229;Discovery Home & Health;SD;Variedades;Si
Colombia;Pospago;Access Mas;230;Más Chic;SD;Variedades;Si
Colombia;Pospago;Access Mas;231;Telemundo;SD;Variedades;Si
Colombia;Pospago;Access Mas;232;El Gourmet;SD;Variedades;No
Colombia;Pospago;Access Mas;233;Food Network;SD;Variedades;No
Colombia;Pospago;Access Mas;264;MTV;SD;Variedades;Si
Colombia;Pospago;Access Mas;269;Quiero Música en Mi Idioma (QMusic);SD;Variedades;Si
