Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Peru;Abono Mensual;Oro HD L1Max 1D;506;Sony Movies;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;507;Cinecanal;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;508;Studio Universal;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;509;Cinemax;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;510;Mórbido TV;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;513;DHE;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;516;De Película;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;517;Golden Edge;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;518;Space;SD;Cine;Si
Peru;Abono Mensual;Oro HD L1Max 1D;524;HBO;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;525;HBO 2;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;526;HBO Plus HD;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;528;HBO Signature;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;534;HBO Family;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;540;HBO Mundi;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;541;HBO Pop;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;542;HBO Xtreme;SD;Cine;No
Peru;Abono Mensual;Oro HD L1Max 1D;600;DSports Portal;Portal;Portal;No
Peru;Abono Mensual;Oro HD L1Max 1D;603;Liga 1;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;604;Liga 1 Max;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;610;DSports;SD;Deportes;Si
Peru;Abono Mensual;Oro HD L1Max 1D;612;DSports 2;SD;Deportes;Si
