Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría
BARBADOS;POSPAGO;GOLD / GOLD +;1309;NICK JR. LA HD;HD;INFANTIL
BARBADOS;POSPAGO;GOLD / GOLD +;1312;DISNEY HD;HD;INFANTIL
BARBADOS;POSPAGO;GOLD / GOLD +;1315;DISNEY JUNIOR HD;HD;INFANTIL
BARBADOS;POSPAGO;GOLD / GOLD +;1317;BABY TV HD;HD;INFANTIL
BARBADOS;POSPAGO;GOLD / GOLD +;1330;DISCOVERY KIDS HD;HD;INFANTIL
BARBADOS;POSPAGO;GOLD / GOLD +;1502;TNT HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1503;GOLDEN HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1506;SONY MOVIES HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1507;CINECANAL HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1508;STUDIO UNIVERSAL HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1509;CINEMAX HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1510;PARAMOUNT HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1513;DHE HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1515;EUROPA EUROPA HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1518;SPACE HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1521;TV CORTOS HD;HD;SERIES Y PELICULAS
BARBADOS;POSPAGO;GOLD / GOLD +;1610;DIRECTV SPORTS HD;HD;DEPORTES
BARBADOS;POSPAGO;GOLD / GOLD +;1612;DIRECTV SPORTS 2 HD;HD;DEPORTES
BARBADOS;POSPAGO;GOLD / GOLD +;1620;DIRECTV SPORTS FIGHT HD;HD;DEPORTES
BARBADOS;POSPAGO;GOLD / GOLD +;1621;ESPN CARIBBEAN HD;HD;DEPORTES
BARBADOS;POSPAGO;GOLD / GOLD +;1628;THE GOLF CHANNEL LA HD;HD;DEPORTES
BARBADOS;POSPAGO;GOLD / GOLD +;1667;FLOW SPORTS NETWORK HD;HD;DEPORTES
BARBADOS;POSPAGO;GOLD / GOLD +;1730;NATIONAL GEOGRAPHIC HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;GOLD / GOLD +;1731;DISCOVERY THEATER HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;GOLD / GOLD +;1732;DISCOVERY HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;GOLD / GOLD +;1734;ANIMAL PLANET HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;GOLD / GOLD +;1738;DISCOVERY WORLD HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;GOLD / GOLD +;1740;TLC HD;HD;HOGAR Y VARIEDADES
BARBADOS;POSPAGO;GOLD / GOLD +;1742;HISTORY LA HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;GOLD / GOLD +;1744;HISTORY 2 LA HD;HD;CIENCIA Y CULTURA
BARBADOS;POSPAGO;HBO GOLD;131;CNC3;SD;NOTICIAS
BARBADOS;POSPAGO;HBO GOLD;134;SYNERGY;SD;NACIONAL
BARBADOS;POSPAGO;HBO GOLD;201;ON DIRECTV;SD;HOGAR Y VARIEDADES
BARBADOS;POSPAGO;HBO GOLD;202;STAR CHANNEL;SD;SERIES Y PELICULAS
BARBADOS;POSPAGO;HBO GOLD;206;WARNER;SD;SERIES Y PELICULAS
