Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría
COLOMBIA;POSPAGO;ACCESS+;308;NICKELODEON;SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;309;NICK JR.;SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;312;DISNEY CHANNEL HD;SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;314;DISNEY CHANNEL (MULTI);SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;315;DISNEY JUNIOR;SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;318;PLIM PLIM;SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;330;DISCOVERY KIDS;SD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;350;EWTN;SD;RELIGIOSO
COLOMBIA;POSPAGO;ACCESS+;352;ENLACE;SD;RELIGIOSO
COLOMBIA;POSPAGO;ACCESS+;353;CRISTOVISIÓN;SD;RELIGIOSO
COLOMBIA;POSPAGO;ACCESS+;358;DAYSTAR;SD;RELIGIOSO
COLOMBIA;POSPAGO;ACCESS+;502;TNT;SD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;507;CINECANAL;SD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;508;STUDIO UNIVERSAL;SD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;518;SPACE;SD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;610;DSPORTS;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;612;DSPORTS 2;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;613;DSPORTS +;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;621;ESPN;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;622;ESPN 2 ANDINA;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;623;ESPN 3;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;625;ESPN 5;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;626;ESPN 6;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;627;ESPN 7;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;631;DSPORTS RADIO;AUDIO;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;633;WIN SPORTS;SD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;700;D NEWS;SD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;704;CNN EN ESPAÑOL;SD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;716;TODO NOTICIAS;SD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;720;CANAL 26;SD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;726;CANAL RURAL;SD;EDUCATIVO
COLOMBIA;POSPAGO;ACCESS+;730;NATIONAL GEOGRAPHIC;SD;CIENCIA Y CULTURA
COLOMBIA;POSPAGO;ACCESS+;732;DISCOVERY;SD;CIENCIA Y CULTURA
COLOMBIA;POSPAGO;ACCESS+;764;FRANCE 24;SD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;774;TV CHILE INTERNACIONAL;SD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;784;EL TRECE;SD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;786;TELEFÉ;SD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;790;CGTN;SD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;980;UNIÓN RADIO NOTICIAS;AUDIO;AUDIO
COLOMBIA;POSPAGO;ACCESS+;982;RADIO CARACOL;AUDIO;AUDIO
COLOMBIA;POSPAGO;ACCESS+;984;RADIO FRANCE INTERNACIONAL;AUDIO;AUDIO
COLOMBIA;POSPAGO;ACCESS+;991;LA FM PLUS;AUDIO;AUDIO
COLOMBIA;POSPAGO;ACCESS+;992;ALERTA BOGOTÁ;AUDIO;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;993;LA W RADIO;AUDIO;AUDIO
COLOMBIA;POSPAGO;ACCESS+;1127;DSHOW;SD;HOGAR Y VARIEDADES
COLOMBIA;POSPAGO;ACCESS+;1130;RCN;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1132;CARACOL;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1136;CANAL UNO;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1137;SEÑAL COLOMBIA;HD;EDUCATIVO
COLOMBIA;POSPAGO;ACCESS+;1138;SEÑAL INSTITUCIONAL;HD;INFORMATIVO
COLOMBIA;POSPAGO;ACCESS+;1140;TELEANTIOQUIA;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1141;TELEPACIFICO;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1142;TELECAFE;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1147;CABLE NOTICIAS;HD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;1204;STAR CHANNEL;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1206;WARNER;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1207;A&E;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1208;SONY;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1217;FX;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1218;UNIVERSAL;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1221;¡HOLA! TV;HD;HOGAR Y VARIEDADES
COLOMBIA;POSPAGO;ACCESS+;1222;E!;HD;HOGAR Y VARIEDADES
COLOMBIA;POSPAGO;ACCESS+;1223;ID HD;HD;CIENCIA Y CULTURA
COLOMBIA;POSPAGO;ACCESS+;1229;DISCOVERY HOME & HEALTH;HD;HOGAR Y VARIEDADES
COLOMBIA;POSPAGO;ACCESS+;1232;EL GOURMET;HD;GASTRONÓMICO
COLOMBIA;POSPAGO;ACCESS+;1236;VEPLUS;HD;HOGAR Y VARIEDADES
COLOMBIA;POSPAGO;ACCESS+;1264;MTV;HD;MUSICAL
COLOMBIA;POSPAGO;ACCESS+;1265;MUSIC TOP;HD;MUSICAL
COLOMBIA;POSPAGO;ACCESS+;1266;TIERRA MIA;HD;CIENCIA Y CULTURA
COLOMBIA;POSPAGO;ACCESS+;1270;LATINA TV;HD;NACIONAL
COLOMBIA;POSPAGO;ACCESS+;1302;ESCUELA+;HD;EDUCATIVO
COLOMBIA;POSPAGO;ACCESS+;1304;CARTOON NETWORK;HD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;1308;NICKELODEON;HD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;1312;DISNEY CHANNEL;HD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;1315;DISNEY JUNIOR;HD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;1318;PLIM PLIM;HD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;1330;DISCOVERY KIDS;HD;INFANTIL
COLOMBIA;POSPAGO;ACCESS+;1502;TNT;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1507;CINECANAL;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1508;STUDIO UNIVERSAL;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1518;SPACE;HD;SERIES Y PELICULAS
COLOMBIA;POSPAGO;ACCESS+;1610;DSPORTS;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1612;DSPORTS 2;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1613;DSPORTS +;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1621;ESPN;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1622;ESPN 2;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1623;ESPN 3;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1625;ESPN 5;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1626;ESPN 6;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1627;ESPN 7;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1633;WIN SPORTS;HD;DEPORTES
COLOMBIA;POSPAGO;ACCESS+;1700;D NEWS;HD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;1730;NATIONAL GEOGRAPHIC;HD;CIENCIA Y CULTURA
COLOMBIA;POSPAGO;ACCESS+;1732;DISCOVERY;HD;CIENCIA Y CULTURA
COLOMBIA;POSPAGO;ACCESS+;1764;FRANCE 24;HD;NOTICIAS
COLOMBIA;POSPAGO;ACCESS+;N/A;AMAZON PRIME;DIGITAL PREMIUM;AMAZON
COLOMBIA;POSPAGO;BRONCE;117;TV FAMILIA;SD;RELIGIOSO
COLOMBIA;POSPAGO;BRONCE;127;DSHOW;SD;HOGAR Y VARIEDADES
COLOMBIA;POSPAGO;BRONCE;130;RCN;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;132;CARACOL;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;133;CITY TV;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;134;CARACOL INTERNACIONAL;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;135;RCN NUESTRA TELE;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;136;CANAL UNO;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;137;SEÑAL COLOMBIA;SD;EDUCATIVO
COLOMBIA;POSPAGO;BRONCE;138;SEÑAL INSTITUCIONAL;SD;INFORMATIVO
COLOMBIA;POSPAGO;BRONCE;139;CANAL CONGRESO;SD;INFORMATIVO
COLOMBIA;POSPAGO;BRONCE;140;TELEANTIOQUIA;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;141;TELEPACIFICO;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;142;TELECAFE;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;143;CANAL CAPITAL;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;144;TELECAFE;SD;NACIONAL
COLOMBIA;POSPAGO;BRONCE;145;NTN 24;SD;NOTICIAS
COLOMBIA;POSPAGO;BRONCE;146;EL TIEMPO;SD;NOTICIAS
COLOMBIA;POSPAGO;BRONCE;147;CABLE NOTICIAS;SD;NOTICIAS
